0.012345679	0.04389741
0.024691358	0.04508843
0.037037037	0.04491828
0.049382716	0.04015422
0.061728395	0.04440785
0.074074074	0.04440785
0.086419753	0.03862292
0.098765432	0.04372727
0.111111111	0.04372727
0.12345679	0.03896321
0.135802469	0.04321683
0.148148148	0.04304669
0.160493827	0.04219596
0.172839506	0.04321683
0.185185185	0.04304669
0.197530864	0.04219596
0.209876543	0.04321683
0.222222222	0.04321683
0.234567901	0.03794234
0.24691358	0.03896321
0.259259259	0.04372727
0.271604938	0.0427064
0.283950617	0.04372727
0.296296296	0.03964379
0.308641975	0.03947364
0.320987654	0.04440785
0.333333333	0.04440785
0.345679012	0.04338698
0.358024691	0.04321683
0.37037037	0.04440785
0.382716049	0.04440785
0.395061728	0.04338698
0.407407407	0.03913335
0.419753086	0.04015422
0.432098765	0.04015422
0.444444444	0.04032437
0.456790123	0.04389741
0.469135802	0.04389741
0.481481481	0.04491828
0.49382716	0.04491828
0.50617284	0.04491828
0.518518519	0.04389741
0.530864198	0.04491828
0.543209877	0.04015422
0.555555556	0.04015422
0.567901235	0.04015422
0.580246914	0.04015422
0.592592593	0.04015422
0.604938272	0.03913335
0.617283951	0.04491828
